15Q: 132/243
((1, 0, 0, 0, 1), 40)
((1, 1, 0, 0, 1), 41)
((1, 2, 0, 0, 1), 41)
((0, 0, 1, 0, 1), 42)
((0, 0, 2, 0, 1), 42)
((1, 0, 1, 0, 0), 42)
((1, 0, 2, 0, 0), 42)
((0, 0, 1, 1, 0), 43)
((0, 1, 1, 0, 1), 43)
((0, 1, 2, 0, 1), 43)
((0, 2, 1, 0, 1), 43)
((0, 2, 2, 0, 1), 43)
((1, 0, 0, 1, 1), 43)
((1, 0, 0, 2, 1), 43)
((1, 1, 1, 0, 0), 43)
((1, 1, 2, 0, 0), 43)
((1, 2, 1, 0, 0), 43)
((1, 2, 2, 0, 0), 43)
((0, 1, 1, 1, 0), 44)
((0, 2, 1, 1, 0), 44)
((1, 0, 1, 0, 1), 44)
((1, 0, 1, 0, 2), 44)
((1, 0, 2, 0, 1), 44)
((1, 0, 2, 0, 2), 44)
((1, 1, 0, 1, 1), 44)
((1, 1, 0, 2, 1), 44)
((1, 2, 0, 1, 1), 44)
((1, 2, 0, 2, 1), 44)
((2, 0, 1, 0, 1), 44)
((2, 0, 1, 0, 2), 44)
((2, 0, 2, 0, 1), 44)
((2, 0, 2, 0, 2), 44)
((0, 0, 1, 1, 1), 45)
((0, 0, 1, 1, 2), 45)
((0, 0, 1, 2, 1), 45)
((0, 0, 1, 2, 2), 45)
((0, 0, 2, 1, 1), 45)
((0, 0, 2, 2, 1), 45)
((1, 0, 1, 1, 0), 45)
((1, 0, 1, 2, 0), 45)
((1, 0, 2, 1, 0), 45)
((1, 0, 2, 2, 0), 45)
((1, 1, 1, 0, 1), 45)
((1, 1, 1, 0, 2), 45)
((1, 1, 2, 0, 1), 45)
((1, 1, 2, 0, 2), 45)
((1, 2, 1, 0, 1), 45)
((1, 2, 1, 0, 2), 45)
((1, 2, 2, 0, 1), 45)
((1, 2, 2, 0, 2), 45)
((2, 0, 1, 1, 0), 45)
((2, 0, 1, 2, 0), 45)
((2, 1, 1, 0, 1), 45)
((2, 1, 1, 0, 2), 45)
((2, 1, 2, 0, 1), 45)
((2, 1, 2, 0, 2), 45)
((2, 2, 1, 0, 1), 45)
((2, 2, 1, 0, 2), 45)
((2, 2, 2, 0, 1), 45)
((2, 2, 2, 0, 2), 45)
((0, 1, 1, 1, 1), 46)
((0, 1, 1, 1, 2), 46)
((0, 1, 1, 2, 1), 46)
((0, 1, 1, 2, 2), 46)
((0, 1, 2, 1, 1), 46)
((0, 1, 2, 2, 1), 46)
((0, 2, 1, 1, 1), 46)
((0, 2, 1, 1, 2), 46)
((0, 2, 1, 2, 1), 46)
((0, 2, 1, 2, 2), 46)
((0, 2, 2, 1, 1), 46)
((0, 2, 2, 2, 1), 46)
((1, 1, 1, 1, 0), 46)
((1, 1, 1, 2, 0), 46)
((1, 1, 2, 1, 0), 46)
((1, 1, 2, 2, 0), 46)
((1, 2, 1, 1, 0), 46)
((1, 2, 1, 2, 0), 46)
((1, 2, 2, 1, 0), 46)
((1, 2, 2, 2, 0), 46)
((2, 1, 1, 1, 0), 46)
((2, 1, 1, 2, 0), 46)
((2, 2, 1, 1, 0), 46)
((2, 2, 1, 2, 0), 46)
((1, 0, 1, 1, 1), 47)
((1, 0, 1, 1, 2), 47)
((1, 0, 1, 2, 1), 47)
((1, 0, 1, 2, 2), 47)
((1, 0, 2, 1, 1), 47)
((1, 0, 2, 1, 2), 47)
((1, 0, 2, 2, 1), 47)
((1, 0, 2, 2, 2), 47)
((2, 0, 1, 1, 1), 47)
((2, 0, 1, 1, 2), 47)
((2, 0, 1, 2, 1), 47)
((2, 0, 1, 2, 2), 47)
((2, 0, 2, 1, 1), 47)
((2, 0, 2, 1, 2), 47)
((2, 0, 2, 2, 1), 47)
((2, 0, 2, 2, 2), 47)
((1, 1, 1, 1, 1), 48)
((1, 1, 1, 1, 2), 48)
((1, 1, 1, 2, 1), 48)
((1, 1, 1, 2, 2), 48)
((1, 1, 2, 1, 1), 48)
((1, 1, 2, 1, 2), 48)
((1, 1, 2, 2, 1), 48)
((1, 1, 2, 2, 2), 48)
((1, 2, 1, 1, 1), 48)
((1, 2, 1, 1, 2), 48)
((1, 2, 1, 2, 1), 48)
((1, 2, 1, 2, 2), 48)
((1, 2, 2, 1, 1), 48)
((1, 2, 2, 1, 2), 48)
((1, 2, 2, 2, 1), 48)
((1, 2, 2, 2, 2), 48)
((2, 1, 1, 1, 1), 48)
((2, 1, 1, 1, 2), 48)
((2, 1, 1, 2, 1), 48)
((2, 1, 1, 2, 2), 48)
((2, 1, 2, 1, 1), 48)
((2, 1, 2, 1, 2), 48)
((2, 1, 2, 2, 1), 48)
((2, 1, 2, 2, 2), 48)
((2, 2, 1, 1, 1), 48)
((2, 2, 1, 1, 2), 48)
((2, 2, 1, 2, 1), 48)
((2, 2, 1, 2, 2), 48)
((2, 2, 2, 1, 1), 48)
((2, 2, 2, 1, 2), 48)
((2, 2, 2, 2, 1), 48)
((2, 2, 2, 2, 2), 48)
